,age,selling_price,km_driven,owner,name,fuel,seller_type,transmission
5616,12.0,3000.0,45000.0,1.0,Hyundai,Petrol,Individual,Manual
5617,12.0,2500.0,30000.0,1.0,Fiat,Diesel,Individual,Manual
5618,17.0,1149.0,59000.0,2.0,Maruti,Petrol,Individual,Manual
5619,5.0,7000.0,6200.0,1.0,Maruti,Petrol,Individual,Manual
5620,3.0,2500.0,120000.0,2.0,Maruti,Petrol,Individual,Manual
5621,7.0,3500.0,70000.0,1.0,Maruti,Petrol,Individual,Manual
5623,6.0,8500.0,110000.0,1.0,Mahindra,Diesel,Individual,Manual
5624,19.0,700.0,158000.0,1.0,Hyundai,Petrol,Individual,Manual
5625,16.0,900.0,93000.0,3.0,Chevrolet,Petrol,Individual,Manual
5626,9.0,6000.0,110000.0,1.0,Chevrolet,Diesel,Individual,Manual
5627,16.0,1350.0,57000.0,1.0,Maruti,Petrol,Individual,Manual
5628,18.0,1500.0,120000.0,1.0,Hyundai,Petrol,Individual,Manual
5629,14.0,2400.0,120000.0,1.0,Maruti,Petrol,Individual,Manual
5630,5.0,9460.0,60000.0,1.0,Hyundai,Diesel,Individual,Manual
5631,12.0,2150.0,70000.0,1.0,Tata,Diesel,Individual,Manual
5633,10.0,3100.0,100000.0,1.0,Honda,Diesel,Individual,Manual
5634,15.0,2200.0,35000.0,1.0,Hyundai,Petrol,Individual,Manual
5635,15.0,1950.0,90000.0,3.0,Maruti,Diesel,Individual,Manual
5636,8.0,6500.0,50000.0,1.0,Hyundai,Petrol,Individual,Manual
5637,12.0,3500.0,98000.0,1.0,Hyundai,Petrol,Individual,Manual
5638,10.0,3600.0,30000.0,1.0,Hyundai,Petrol,Individual,Manual
5639,10.0,5500.0,50000.0,2.0,Hyundai,Petrol,Individual,Manual
5640,7.0,4900.0,26000.0,1.0,Hyundai,Petrol,Individual,Manual
5641,12.0,1950.0,46000.0,2.0,Maruti,Petrol,Individual,Manual
5643,4.0,4599.0,10000.0,1.0,Tata,Petrol,Individual,Manual
5644,8.0,2750.0,16700.0,1.0,Maruti,Petrol,Individual,Manual
5645,5.0,6800.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
5646,8.0,6000.0,7967.0,1.0,Maruti,Petrol,Individual,Manual
5647,5.0,7200.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
5648,12.0,2950.0,50000.0,1.0,Maruti,Diesel,Individual,Manual
5649,7.0,3560.0,9656.0,1.0,Renault,Petrol,Individual,Manual
5650,12.0,2250.0,50000.0,1.0,Hyundai,Petrol,Individual,Manual
5651,4.0,7250.0,17000.0,1.0,Ford,Diesel,Individual,Manual
5652,13.0,1300.0,50000.0,1.0,Chevrolet,Petrol,Individual,Manual
5653,8.0,3000.0,10000.0,1.0,Renault,Petrol,Individual,Manual
5654,10.0,4000.0,43000.0,2.0,Hyundai,Petrol,Individual,Manual
5655,10.0,5500.0,50000.0,1.0,Hyundai,Diesel,Individual,Manual
5656,17.0,1200.0,90000.0,2.0,Maruti,Petrol,Individual,Manual
5657,11.0,4099.0,100000.0,2.0,Mahindra,Diesel,Individual,Manual
5658,13.0,1100.0,80000.0,2.0,Hyundai,Petrol,Individual,Manual
5659,4.0,6100.0,5000.0,1.0,Maruti,Petrol,Individual,Manual
5660,7.0,5150.0,68609.0,1.0,Ford,Diesel,Dealer,Manual
5661,5.0,9250.0,33360.0,1.0,Ford,Diesel,Dealer,Manual
5662,4.0,8600.0,14317.0,1.0,Nissan,Petrol,Dealer,Manual
5663,11.0,2250.0,87237.0,2.0,Ford,Diesel,Dealer,Manual
5664,6.0,5000.0,62960.0,1.0,Ford,Diesel,Dealer,Manual
5665,6.0,6000.0,26634.0,1.0,Maruti,Petrol,Dealer,Automatic
5666,11.0,1950.0,163720.0,1.0,Ford,Diesel,Dealer,Manual
5667,11.0,2650.0,67998.0,1.0,Maruti,Petrol,Dealer,Manual
5668,5.0,6500.0,20706.0,1.0,Ford,Diesel,Dealer,Manual
5669,8.0,4150.0,100581.0,1.0,Ford,Diesel,Dealer,Manual
5670,8.0,6000.0,67303.0,1.0,Renault,Diesel,Dealer,Manual
5671,10.0,3400.0,79139.0,1.0,Maruti,Petrol,Dealer,Manual
5672,9.0,3500.0,84784.0,1.0,Hyundai,Diesel,Dealer,Manual
5673,11.0,2650.0,130376.0,2.0,Maruti,Diesel,Dealer,Manual
5674,6.0,6250.0,72000.0,1.0,Tata,Diesel,Individual,Manual
5675,15.0,2450.0,127000.0,2.0,Hyundai,Diesel,Individual,Manual
5676,9.0,3950.0,120000.0,1.0,Maruti,Diesel,Individual,Manual
5677,13.0,1900.0,120000.0,2.0,Fiat,Diesel,Individual,Manual
5678,9.0,4900.0,100000.0,1.0,Hyundai,Diesel,Individual,Manual
5679,11.0,4500.0,148000.0,2.0,Toyota,Diesel,Individual,Manual
5680,5.0,9550.0,40000.0,1.0,Maruti,Diesel,Individual,Manual
5681,10.0,5250.0,110000.0,1.0,Maruti,Diesel,Individual,Manual
5682,6.0,5500.0,30000.0,1.0,Tata,Petrol,Individual,Manual
5683,9.0,2000.0,120000.0,2.0,Tata,Diesel,Individual,Manual
5684,6.0,5000.0,15000.0,1.0,Ford,Petrol,Individual,Manual
5685,7.0,8250.0,33500.0,1.0,Maruti,Diesel,Individual,Manual
5686,11.0,2500.0,70000.0,1.0,Mahindra,Diesel,Individual,Manual
5687,8.0,6000.0,10000.0,1.0,Toyota,Petrol,Individual,Manual
5688,5.0,13250.0,22053.0,1.0,Mahindra,Diesel,Individual,Manual
5689,7.0,7700.0,50000.0,1.0,Mahindra,Diesel,Individual,Manual
5690,12.0,4150.0,78432.0,1.0,Chevrolet,Diesel,Individual,Manual
5691,12.0,8250.0,125000.0,2.0,Hyundai,Diesel,Individual,Manual
5692,5.0,5300.0,80000.0,1.0,Ford,Diesel,Individual,Manual
5694,11.0,3100.0,50000.0,2.0,Honda,Petrol,Individual,Manual
5695,6.0,3900.0,20000.0,1.0,Tata,Petrol,Individual,Manual
5696,7.0,7000.0,30000.0,1.0,Hyundai,Petrol,Individual,Manual
5697,13.0,2000.0,70000.0,2.0,Hyundai,Petrol,Individual,Manual
5698,10.0,10500.0,7200.0,1.0,Toyota,Diesel,Individual,Manual
5699,9.0,5800.0,97000.0,1.0,Honda,Diesel,Individual,Manual
5700,9.0,2000.0,60000.0,2.0,Hyundai,Petrol,Individual,Manual
5701,10.0,2450.0,25000.0,1.0,Chevrolet,Petrol,Individual,Manual
5702,13.0,2100.0,94000.0,2.0,Hyundai,Petrol,Individual,Manual
5703,18.0,500.0,90000.0,2.0,Maruti,Petrol,Individual,Manual
5704,11.0,7000.0,50000.0,2.0,Chevrolet,Diesel,Individual,Automatic
5705,4.0,6600.0,35000.0,1.0,Tata,Diesel,Individual,Manual
5706,8.0,6300.0,117500.0,2.0,Honda,Petrol,Individual,Manual
5707,11.0,9500.0,78500.0,1.0,Mahindra,Diesel,Individual,Manual
5708,5.0,7400.0,8000.0,1.0,Hyundai,Petrol,Individual,Manual
5709,6.0,5700.0,25000.0,1.0,Ford,Petrol,Individual,Manual
5710,11.0,4500.0,60000.0,3.0,Hyundai,Diesel,Individual,Manual
5711,4.0,3900.0,10000.0,1.0,Datsun,Petrol,Individual,Manual
5712,14.0,1800.0,70000.0,2.0,Ford,Petrol,Individual,Manual
5713,8.0,1300.0,60000.0,1.0,Tata,Petrol,Individual,Manual
5714,17.0,2700.0,70000.0,2.0,Honda,Petrol,Individual,Manual
5716,17.0,1700.0,90000.0,3.0,Hyundai,Petrol,Individual,Manual
5717,8.0,9789.0,90000.0,1.0,Hyundai,Diesel,Individual,Manual
5718,5.0,4900.0,25000.0,1.0,Tata,Petrol,Individual,Manual
5719,11.0,2800.0,60000.0,2.0,Ford,Diesel,Individual,Manual
5720,5.0,3900.0,25000.0,1.0,Tata,Petrol,Individual,Manual
5722,15.0,450.0,70000.0,1.0,Chevrolet,Petrol,Individual,Manual
5723,7.0,6400.0,80000.0,2.0,Maruti,Diesel,Individual,Manual
5724,8.0,6500.0,110000.0,2.0,Mahindra,Diesel,Individual,Manual
5725,10.0,5000.0,115717.0,1.0,Mahindra,Diesel,Individual,Manual
5726,15.0,900.0,110000.0,2.0,Ford,Diesel,Individual,Manual
5727,9.0,4800.0,70000.0,2.0,Tata,Diesel,Individual,Manual
5728,4.0,6300.0,4000.0,1.0,Maruti,Petrol,Individual,Manual
5730,14.0,1800.0,70000.0,2.0,Hyundai,Petrol,Individual,Manual
5731,13.0,2100.0,50000.0,2.0,Hyundai,Petrol,Individual,Manual
5732,7.0,5500.0,55000.0,1.0,Maruti,Diesel,Individual,Manual
5733,3.0,9500.0,5000.0,1.0,Tata,Petrol,Individual,Automatic
5734,10.0,4300.0,100000.0,2.0,Mahindra,Diesel,Individual,Manual
5735,9.0,3480.0,23000.0,2.0,Hyundai,Petrol,Individual,Manual
5736,9.0,1960.0,60000.0,2.0,Maruti,Petrol,Individual,Manual
5737,13.0,1500.0,70000.0,2.0,Maruti,Petrol,Individual,Manual
5739,4.0,12500.0,100000.0,1.0,Tata,Diesel,Individual,Manual
5740,8.0,6000.0,90000.0,3.0,Maruti,Diesel,Individual,Manual
5741,13.0,650.0,26432.0,1.0,Tata,Petrol,Dealer,Manual
5742,7.0,2200.0,46702.0,1.0,Maruti,Petrol,Dealer,Manual
5743,7.0,2200.0,46706.0,1.0,Maruti,Petrol,Dealer,Manual
5744,17.0,1100.0,53523.0,1.0,Tata,Petrol,Dealer,Manual
5745,11.0,1750.0,56365.0,1.0,Chevrolet,Diesel,Dealer,Manual
5746,12.0,1600.0,49563.0,1.0,Chevrolet,Petrol,Dealer,Manual
5747,19.0,650.0,56432.0,1.0,Maruti,Petrol,Dealer,Manual
5749,16.0,1200.0,53512.0,2.0,Maruti,Petrol,Dealer,Manual
5750,18.0,1100.0,53563.0,2.0,Hyundai,Petrol,Dealer,Manual
5751,10.0,10000.0,40000.0,1.0,Mahindra,Diesel,Individual,Automatic
5752,13.0,2200.0,46533.0,1.0,Maruti,Petrol,Dealer,Manual
5753,18.0,1050.0,59635.0,2.0,Maruti,Petrol,Dealer,Manual
5754,15.0,1149.0,58632.0,2.0,Maruti,Petrol,Dealer,Manual
5755,15.0,1100.0,58632.0,2.0,Maruti,LPG,Dealer,Manual
5756,7.0,8500.0,80000.0,2.0,Mahindra,Diesel,Individual,Automatic
5757,7.0,7500.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
5758,6.0,2650.0,90000.0,1.0,Renault,Petrol,Individual,Manual
5759,9.0,4500.0,110000.0,2.0,Ford,Petrol,Individual,Manual
5760,10.0,2250.0,90000.0,1.0,Mahindra,Diesel,Individual,Manual
5761,8.0,11250.0,70000.0,1.0,Mahindra,Diesel,Individual,Manual
5762,14.0,2700.0,80000.0,1.0,Maruti,Petrol,Individual,Manual
5763,16.0,1300.0,78000.0,1.0,Maruti,Petrol,Individual,Manual
5764,6.0,6600.0,45000.0,1.0,Mahindra,Diesel,Individual,Manual
5765,6.0,2750.0,58000.0,1.0,Maruti,Petrol,Individual,Manual
5766,11.0,7500.0,120000.0,1.0,Toyota,Diesel,Individual,Manual
5767,16.0,650.0,30000.0,2.0,Chevrolet,Petrol,Individual,Manual
5768,6.0,8500.0,162000.0,1.0,Tata,Diesel,Individual,Manual
5769,7.0,3000.0,50000.0,2.0,Maruti,CNG,Individual,Manual
5770,5.0,5550.0,25000.0,2.0,Hyundai,Petrol,Individual,Manual
5771,8.0,8250.0,60000.0,1.0,Mahindra,Diesel,Individual,Manual
5772,13.0,1500.0,70000.0,3.0,Hyundai,LPG,Individual,Manual
5773,14.0,1850.0,138000.0,2.0,Maruti,Diesel,Individual,Manual
5774,13.0,1800.0,70000.0,2.0,Hyundai,Petrol,Individual,Manual
5775,13.0,1600.0,48000.0,2.0,Maruti,Petrol,Individual,Manual
5776,11.0,5000.0,110000.0,1.0,Ford,Diesel,Individual,Automatic
5777,9.0,3750.0,88000.0,2.0,Maruti,Diesel,Individual,Manual
5778,8.0,9000.0,68000.0,1.0,Toyota,Diesel,Individual,Manual
5779,6.0,4599.0,70000.0,1.0,Hyundai,Petrol,Individual,Manual
5780,9.0,4800.0,80000.0,1.0,Renault,Diesel,Individual,Manual
5781,10.0,3200.0,100000.0,3.0,Maruti,Diesel,Individual,Manual
5782,10.0,3700.0,96000.0,2.0,Maruti,Diesel,Individual,Manual
5783,18.0,800.0,123219.0,3.0,Hyundai,Petrol,Individual,Manual
5785,7.0,4000.0,60000.0,3.0,Maruti,Diesel,Individual,Manual
5786,18.0,2500.0,90000.0,2.0,Honda,Petrol,Individual,Automatic
5787,9.0,4250.0,65000.0,1.0,Maruti,Diesel,Individual,Manual
5788,9.0,3250.0,48000.0,1.0,Maruti,Petrol,Individual,Manual
5789,7.0,3500.0,65300.0,2.0,Hyundai,Petrol,Individual,Manual
5790,5.0,6000.0,40000.0,1.0,Hyundai,Petrol,Individual,Manual
5791,11.0,1200.0,60000.0,2.0,Chevrolet,Diesel,Individual,Manual
5792,11.0,2000.0,70000.0,2.0,Maruti,Petrol,Individual,Manual
5793,15.0,1000.0,70000.0,3.0,Maruti,Petrol,Individual,Manual
5794,9.0,3500.0,70000.0,2.0,Hyundai,Diesel,Individual,Manual
5795,17.0,850.0,150000.0,2.0,Maruti,Petrol,Individual,Manual
5796,4.0,3990.0,10000.0,1.0,Maruti,Petrol,Individual,Manual
5797,9.0,5800.0,56000.0,1.0,Hyundai,Diesel,Individual,Manual
5798,6.0,2900.0,30000.0,1.0,Datsun,Petrol,Individual,Manual
5799,9.0,3800.0,50000.0,2.0,Hyundai,Petrol,Individual,Manual
5800,13.0,2000.0,120000.0,1.0,Ford,Diesel,Individual,Manual
5801,5.0,3900.0,40000.0,1.0,Maruti,CNG,Individual,Manual
5802,6.0,5000.0,27500.0,1.0,Hyundai,Petrol,Individual,Manual
5803,11.0,5200.0,73000.0,1.0,Maruti,Diesel,Individual,Manual
5804,6.0,6500.0,75000.0,1.0,Maruti,Diesel,Individual,Manual
5805,5.0,3800.0,5000.0,1.0,Renault,Petrol,Individual,Manual
5806,13.0,2750.0,50000.0,1.0,Maruti,LPG,Individual,Manual
5807,8.0,5200.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
5808,8.0,6100.0,60000.0,1.0,Maruti,Diesel,Individual,Manual
5809,19.0,850.0,110000.0,1.0,Maruti,Petrol,Individual,Manual
5810,10.0,4900.0,95000.0,1.0,Renault,Diesel,Individual,Manual
5811,8.0,2299.0,34000.0,2.0,Hyundai,Petrol,Individual,Manual
5812,8.0,4110.0,25000.0,1.0,Hyundai,Petrol,Individual,Manual
5813,4.0,3620.0,120000.0,2.0,Maruti,CNG,Individual,Manual
5814,9.0,5500.0,31000.0,1.0,Toyota,Diesel,Individual,Manual
5815,5.0,4599.0,70000.0,1.0,Maruti,CNG,Individual,Manual
5816,12.0,1900.0,47000.0,1.0,Maruti,Petrol,Individual,Manual
5817,4.0,4990.0,5000.0,1.0,Hyundai,Petrol,Individual,Automatic
5818,5.0,3580.0,44000.0,1.0,Maruti,Petrol,Individual,Manual
5819,11.0,2780.0,120000.0,2.0,Toyota,Diesel,Individual,Manual
5820,9.0,3200.0,39395.0,1.0,Fiat,Diesel,Individual,Manual
5821,10.0,5800.0,67000.0,2.0,Renault,Diesel,Individual,Manual
5822,4.0,13000.0,20000.0,1.0,Honda,Petrol,Individual,Automatic
5823,5.0,8250.0,40000.0,1.0,Honda,Diesel,Individual,Manual
5824,19.0,1700.0,120000.0,2.0,Toyota,Petrol,Individual,Manual
5826,5.0,4900.0,7000.0,1.0,Hyundai,Petrol,Individual,Manual
5827,5.0,10500.0,15000.0,1.0,Mahindra,Diesel,Individual,Manual
5828,7.0,2100.0,50000.0,1.0,Chevrolet,Petrol,Individual,Manual
5829,7.0,12500.0,30000.0,1.0,Mahindra,Diesel,Individual,Manual
5830,11.0,3200.0,120000.0,2.0,Maruti,Diesel,Individual,Manual
5831,11.0,4000.0,64000.0,1.0,Chevrolet,Diesel,Individual,Manual
5832,10.0,3200.0,120000.0,1.0,Maruti,Diesel,Individual,Manual
5833,11.0,6000.0,85000.0,1.0,Toyota,Diesel,Individual,Manual
5834,11.0,2750.0,50000.0,1.0,Maruti,Petrol,Individual,Manual
5835,14.0,1700.0,59000.0,2.0,Maruti,Petrol,Individual,Manual
5836,11.0,1550.0,98000.0,1.0,Chevrolet,Diesel,Individual,Manual
5837,11.0,2400.0,70000.0,1.0,Tata,Diesel,Individual,Manual
5838,12.0,3200.0,120000.0,2.0,Maruti,Diesel,Individual,Manual
5839,8.0,6200.0,140000.0,2.0,Renault,Diesel,Individual,Manual
5840,6.0,5300.0,50000.0,1.0,Hyundai,Petrol,Individual,Manual
5841,8.0,5500.0,40000.0,1.0,Toyota,Diesel,Individual,Manual
5842,9.0,6000.0,90000.0,1.0,Honda,Diesel,Individual,Manual
5843,9.0,6490.0,117000.0,3.0,Mahindra,Diesel,Individual,Manual
5844,9.0,6250.0,90000.0,1.0,Honda,Diesel,Individual,Manual
5845,13.0,1250.0,70000.0,1.0,Chevrolet,Petrol,Individual,Manual
5847,13.0,2850.0,155000.0,2.0,Maruti,Petrol,Individual,Manual
5848,8.0,6000.0,60000.0,2.0,Tata,Diesel,Individual,Manual
5849,7.0,4260.0,110000.0,1.0,Mahindra,Petrol,Individual,Manual
5850,13.0,1800.0,120000.0,1.0,Tata,Diesel,Individual,Manual
5851,12.0,4000.0,100000.0,2.0,Hyundai,Diesel,Individual,Manual
5852,13.0,1200.0,40000.0,2.0,Chevrolet,Petrol,Individual,Manual
5853,11.0,3000.0,110000.0,2.0,Tata,Diesel,Individual,Manual
5854,12.0,1900.0,92500.0,2.0,Maruti,Petrol,Individual,Manual
5855,6.0,3100.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
5856,4.0,3800.0,15000.0,1.0,Renault,Petrol,Individual,Manual
5857,4.0,7400.0,14000.0,1.0,Mahindra,Diesel,Individual,Manual
5858,7.0,2600.0,35000.0,1.0,Datsun,Petrol,Individual,Manual
5859,6.0,3200.0,32000.0,2.0,Maruti,Petrol,Individual,Manual
5860,10.0,2110.0,90000.0,1.0,Maruti,CNG,Individual,Manual
5861,5.0,6500.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
5862,6.0,6510.0,32500.0,2.0,Maruti,Diesel,Individual,Manual
5863,4.0,3800.0,14000.0,1.0,Maruti,Petrol,Individual,Automatic
5864,9.0,1600.0,70000.0,3.0,Chevrolet,Diesel,Individual,Manual
5865,4.0,12700.0,20000.0,1.0,Hyundai,Petrol,Individual,Automatic
5867,8.0,4050.0,100000.0,1.0,Maruti,Diesel,Individual,Manual
5868,8.0,8500.0,64800.0,1.0,Mahindra,Diesel,Individual,Manual
5869,6.0,6800.0,90000.0,1.0,Mahindra,Diesel,Individual,Manual
5870,9.0,4269.0,80000.0,1.0,Hyundai,Petrol,Individual,Manual
5872,9.0,10199.0,60000.0,2.0,Toyota,Diesel,Individual,Manual
5873,18.0,2450.0,120000.0,1.0,Toyota,Diesel,Individual,Manual
5874,8.0,8699.0,120000.0,1.0,Hyundai,Diesel,Individual,Manual
5875,13.0,1600.0,66444.0,1.0,Maruti,LPG,Individual,Manual
5876,7.0,7000.0,86000.0,1.0,Maruti,Diesel,Individual,Manual
5877,11.0,3000.0,90000.0,1.0,Nissan,Diesel,Individual,Manual
5879,11.0,9600.0,153000.0,1.0,Toyota,Diesel,Individual,Manual
5880,9.0,5250.0,70000.0,2.0,Mahindra,Diesel,Individual,Manual
5881,8.0,3450.0,60000.0,1.0,Hyundai,Diesel,Individual,Manual
5882,8.0,3900.0,50000.0,1.0,Honda,Petrol,Individual,Manual
5883,8.0,2750.0,20000.0,1.0,Datsun,Petrol,Individual,Manual
5884,9.0,3100.0,35000.0,1.0,Chevrolet,Petrol,Individual,Manual
5885,10.0,2000.0,70000.0,1.0,Chevrolet,Diesel,Individual,Manual
5886,5.0,6500.0,53000.0,1.0,Volkswagen,Diesel,Individual,Manual
5887,5.0,10310.0,60000.0,1.0,Honda,Diesel,Individual,Manual
5888,5.0,3300.0,70000.0,1.0,Hyundai,Petrol,Individual,Manual
5889,4.0,3990.0,4000.0,1.0,Hyundai,Petrol,Individual,Manual
5890,11.0,2500.0,103000.0,1.0,Hyundai,Petrol,Individual,Manual
5891,6.0,6000.0,20000.0,1.0,Hyundai,Diesel,Individual,Manual
5892,10.0,3750.0,77000.0,1.0,Maruti,Diesel,Individual,Manual
5893,11.0,3750.0,90000.0,1.0,Volkswagen,Diesel,Individual,Manual
5894,10.0,4450.0,87185.0,2.0,Hyundai,Diesel,Individual,Manual
5895,20.0,550.0,167000.0,2.0,Maruti,Petrol,Individual,Manual
5896,7.0,6110.0,77000.0,1.0,Hyundai,Diesel,Individual,Manual
5897,9.0,4599.0,110000.0,2.0,Hyundai,Diesel,Individual,Manual
5898,12.0,2750.0,120000.0,2.0,Ford,Diesel,Individual,Manual
5899,12.0,1850.0,170000.0,1.0,Hyundai,CNG,Individual,Manual
5900,11.0,3900.0,100000.0,2.0,Hyundai,Diesel,Individual,Manual
5901,16.0,720.0,40000.0,2.0,Chevrolet,Petrol,Individual,Manual
5902,16.0,900.0,50000.0,1.0,Tata,Diesel,Individual,Manual
5903,8.0,5000.0,125000.0,1.0,Toyota,Diesel,Individual,Manual
5904,12.0,2000.0,137000.0,1.0,Maruti,CNG,Individual,Manual
5906,8.0,5110.0,30000.0,1.0,Hyundai,Petrol,Individual,Manual
5907,14.0,1500.0,55000.0,1.0,Fiat,Petrol,Individual,Manual
5909,10.0,1850.0,80000.0,2.0,Maruti,Petrol,Individual,Manual
5910,6.0,3250.0,3564.0,1.0,Maruti,Petrol,Individual,Manual
5911,8.0,5250.0,80000.0,1.0,Maruti,Diesel,Individual,Manual
5912,5.0,10500.0,13000.0,1.0,Force,Diesel,Individual,Manual
5913,11.0,3000.0,120000.0,1.0,Tata,Diesel,Individual,Manual
5914,12.0,1200.0,90000.0,1.0,Chevrolet,Petrol,Individual,Manual
5915,12.0,1700.0,50000.0,3.0,Hyundai,Petrol,Individual,Manual
5916,13.0,3200.0,42000.0,1.0,Tata,Diesel,Individual,Manual
5917,7.0,3500.0,17000.0,1.0,Maruti,Petrol,Individual,Automatic
5918,5.0,5000.0,40000.0,1.0,Maruti,Petrol,Individual,Automatic
5919,14.0,1350.0,137000.0,2.0,Tata,Diesel,Individual,Manual
5920,5.0,3400.0,20000.0,1.0,Renault,Petrol,Individual,Manual
5921,3.0,3300.0,70000.0,2.0,Hyundai,Petrol,Individual,Manual
5922,12.0,3500.0,48756.0,2.0,Maruti,Petrol,Individual,Manual
5924,7.0,4000.0,110000.0,1.0,Hyundai,Diesel,Individual,Manual
5925,8.0,10000.0,35000.0,1.0,Mahindra,Diesel,Individual,Manual
5926,11.0,3500.0,70000.0,2.0,Maruti,Diesel,Individual,Manual
5927,11.0,5000.0,90000.0,1.0,Toyota,Diesel,Individual,Manual
5928,8.0,5500.0,120000.0,2.0,Honda,Diesel,Individual,Manual
5929,8.0,9250.0,60000.0,1.0,Tata,Diesel,Individual,Manual
5930,13.0,5099.0,97000.0,2.0,Mahindra,Diesel,Individual,Automatic
5931,12.0,2500.0,100000.0,2.0,Mahindra,Diesel,Individual,Manual
5932,8.0,5000.0,36000.0,1.0,Hyundai,Petrol,Individual,Manual
5933,4.0,10500.0,27000.0,1.0,Hyundai,Diesel,Individual,Manual
5934,9.0,4900.0,50000.0,1.0,Maruti,Diesel,Individual,Manual
5935,3.0,4150.0,15000.0,1.0,Maruti,Petrol,Individual,Manual
5936,10.0,1900.0,60000.0,2.0,Maruti,Petrol,Individual,Manual
5937,5.0,6800.0,120000.0,1.0,Maruti,Diesel,Individual,Manual
5939,7.0,2700.0,60000.0,2.0,Maruti,Petrol,Individual,Manual
5940,15.0,1700.0,70000.0,3.0,Hyundai,Petrol,Individual,Manual
5941,5.0,7640.0,25000.0,1.0,Maruti,Petrol,Individual,Manual
5942,4.0,7100.0,30000.0,1.0,Mahindra,Diesel,Individual,Manual
5943,6.0,3100.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
5944,6.0,6200.0,100000.0,2.0,Mahindra,Diesel,Individual,Manual
5945,6.0,2800.0,31000.0,2.0,Hyundai,Petrol,Individual,Manual
5947,7.0,4500.0,40000.0,1.0,Hyundai,Petrol,Individual,Manual
5950,15.0,2850.0,60000.0,2.0,Ford,Petrol,Individual,Manual
5952,14.0,11000.0,60000.0,2.0,BMW,Diesel,Individual,Automatic
5953,12.0,3500.0,110000.0,2.0,Volkswagen,Diesel,Individual,Manual
5954,6.0,6000.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
5955,6.0,5700.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
5956,7.0,3250.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
5957,7.0,9750.0,54000.0,1.0,Mahindra,Diesel,Individual,Automatic
5958,8.0,4800.0,60000.0,1.0,Hyundai,Petrol,Individual,Manual
5959,9.0,1850.0,10300.0,1.0,Maruti,Petrol,Individual,Manual
5960,8.0,10500.0,50000.0,1.0,Hyundai,Diesel,Individual,Automatic
5961,4.0,7600.0,3000.0,1.0,Maruti,Petrol,Individual,Manual
5962,4.0,5700.0,5000.0,1.0,Volkswagen,Petrol,Individual,Manual
5963,17.0,1300.0,145000.0,1.0,Ford,Petrol,Individual,Manual
5964,5.0,7000.0,13000.0,1.0,Maruti,Petrol,Individual,Manual
5965,8.0,7750.0,30000.0,1.0,Ford,Petrol,Individual,Automatic
5966,16.0,7500.0,60000.0,2.0,BMW,Diesel,Individual,Automatic
5967,13.0,1400.0,100000.0,2.0,Chevrolet,Petrol,Individual,Manual
5968,7.0,2200.0,40000.0,1.0,Maruti,Petrol,Individual,Manual
5969,10.0,1840.0,15000.0,1.0,Hyundai,Petrol,Individual,Manual
5971,6.0,4400.0,50000.0,2.0,Hyundai,Petrol,Individual,Manual
5972,6.0,6500.0,80000.0,1.0,Hyundai,Diesel,Individual,Manual
5973,6.0,6600.0,50000.0,1.0,Mahindra,Diesel,Individual,Automatic
5974,6.0,3800.0,30000.0,1.0,Maruti,CNG,Individual,Manual
5975,11.0,4150.0,125000.0,2.0,Toyota,Diesel,Individual,Manual
5976,11.0,2250.0,110000.0,1.0,Hyundai,Petrol,Individual,Manual
5977,10.0,6000.0,30000.0,2.0,Maruti,Diesel,Individual,Manual
5978,9.0,6200.0,148000.0,2.0,Maruti,Diesel,Individual,Manual
5979,7.0,7500.0,35000.0,1.0,Mahindra,Diesel,Individual,Manual
5980,7.0,4000.0,80000.0,2.0,Hyundai,Petrol,Individual,Manual
5981,18.0,1100.0,110000.0,1.0,Maruti,Petrol,Individual,Manual
5982,11.0,1190.0,95000.0,2.0,Tata,Diesel,Individual,Manual
5983,8.0,6000.0,25000.0,1.0,Honda,Diesel,Individual,Manual
5984,12.0,2000.0,80000.0,1.0,Maruti,CNG,Individual,Manual
5985,9.0,2800.0,60000.0,2.0,Tata,Diesel,Individual,Manual
5986,10.0,3750.0,100000.0,1.0,Skoda,Petrol,Individual,Manual
5987,7.0,3500.0,50000.0,1.0,Datsun,Petrol,Individual,Manual
5988,6.0,6200.0,31000.0,1.0,Hyundai,Diesel,Individual,Manual
5989,6.0,5700.0,120000.0,1.0,Maruti,Diesel,Individual,Manual
5990,11.0,2900.0,105000.0,2.0,Maruti,Diesel,Individual,Manual
5991,7.0,7110.0,120000.0,1.0,Maruti,Diesel,Individual,Manual
5992,11.0,3700.0,60000.0,1.0,Maruti,Diesel,Individual,Manual
5993,3.0,5500.0,15000.0,1.0,Maruti,Petrol,Individual,Manual
5994,10.0,3250.0,150000.0,2.0,Maruti,Petrol,Individual,Manual
